catalog_id,recipe_name,style,image_path,total_calories,total_mass,total_fat,total_carb,total_protein
catalog_27,Lentil patties,nordic,data/catalog/images/catalog_27/rgb.png,44.93929166666667,33.75,0.45458461538461536,2.8993491666666666,4.054449166666665
catalog_28,Apple Carrot Pineapple Salad,american,data/catalog/images/catalog_28/rgb.png,90.1919999998643,178.22499999994506,1.1954942307681824,7.242729166651905,2.561654999995616
catalog_29,Fresh summer salad,south american,data/catalog/images/catalog_29/rgb.png,203.5395,610.35,4.995292307692307,14.199926666666665,12.73394
catalog_30,Avocado Tomato Salad with Cucumbers,american,data/catalog/images/catalog_30/rgb.png,339.877875,330.233680555576,46.22375256410259,6.671602777777778,8.799100000000001
catalog_31,Yummy Mustard Chicken,american,data/catalog/images/catalog_31/rgb.png,258.7697176218106,127.852686901901,26.169022785576914,2.915544859109439,33.9473842093749
catalog_32,Schuster's German Potato Salad,central europe,data/catalog/images/catalog_32/rgb.png,381.1682198832475,326.04618499997747,22.292094222435882,17.721428437493135,20.55062876916655
catalog_33,Clean Eating Coconut Cauliflower Chicken With Green Onions recipes,mediterranean,data/catalog/images/catalog_33/rgb.png,249.7167927161458,364.85070932291677,16.31040808852564,3.751383714756945,51.245548921875
catalog_34,1. Pesto Marinara Crockpot Chicken recipes,italian,data/catalog/images/catalog_34/rgb.png,830.4556746576545,864.4661778125,52.73377386025768,13.071524474282185,171.67383088243753
catalog_35,Chicken Packets,south american,data/catalog/images/catalog_35/rgb.png,485.454449,628.2198899975565,18.84662883076923,5.925095333333335,128.7337592
catalog_36,Oven Roasted Vegetables,mediterranean,data/catalog/images/catalog_36/rgb.png,265.1195903240742,423.31613310187254,8.220266146901713,17.03169513452932,12.462883884953717
catalog_37,Spaghetti Salad,italian,data/catalog/images/catalog_37/rgb.png,272.2364552900914,106.8988555000298,15.44763712723422,13.212080121006512,12.96231472060571
catalog_38,Lettuce Wrap w. Cottage Cheese and Kidney Beans,american,data/catalog/images/catalog_38/rgb.png,916.528,475.4,23.44930769230769,46.2601,124.93304
catalog_39,Orange Romaine Salad,eastern europe,data/catalog/images/catalog_39/rgb.png,235.93634375313863,181.603125000355,32.86256634670008,3.824440625,3.4807875
catalog_40,Jack-o'-lantern Quesadillas,american,data/catalog/images/catalog_40/rgb.png,578.4933333361232,168.66666666698225,49.373948718434264,16.254266666666663,48.0396
catalog_41,Warm Roasted Root Vegetable and Chicken Salad #RSC,american,data/catalog/images/catalog_41/rgb.png,593.3178091025045,587.5919432277492,38.8023504343259,22.547132540343856,56.314499136299574
catalog_42,Easy Layered Creamed Spinach,american,data/catalog/images/catalog_42/rgb.png,283.939419558289,183.24985289921875,26.26312783639255,2.608258312015625,47.833124918975
catalog_43,Buttermilk Baked Tomatoes,american,data/catalog/images/catalog_43/rgb.png,48.03320825260419,109.31447187298654,2.9878524596955134,1.5252696840277775,7.298960820833333
catalog_44,Stuffed Cabbage With Sauerkraut and Pork Chops,central europe,data/catalog/images/catalog_44/rgb.png,681.0499319563834,594.5788520856864,57.42162156522,9.603441653733336,114.68306390944001
catalog_45,Summer Orzo Salad,italian,data/catalog/images/catalog_45/rgb.png,469.504824918586,263.0915474007812,27.426722319395676,21.823270290334513,27.950846752077336
catalog_46,Glazed Salmon With Mint and Cucumber Slaw,nordic,data/catalog/images/catalog_46/rgb.png,484.4320173491265,316.5966179164675,41.130288667948726,7.763886805480403,72.0159242766661
catalog_47,Balsamic Roasted Brussels Sprouts with Pomegranate // Cavolini di Bruxelles arrostiti all'aceto balsamico con melagrana,italian,data/catalog/images/catalog_47/rgb.png,113.6076895,153.4369717972835,7.882892723076925,5.223376,9.2389116
catalog_48,Strawberry Balsamic Salad,american,data/catalog/images/catalog_48/rgb.png,78.07457875,184.426625,0.729204576923077,5.81513,2.463913
catalog_49,Balsamic Pork Chops,american,data/catalog/images/catalog_49/rgb.png,148.34963554275004,116.173569375,13.019526381807696,1.004125,26.929276340325
catalog_50,Sage Breakfast Patties Recipe,american,data/catalog/images/catalog_50/rgb.png,71.93406523061867,38.55580073761294,7.151576575103661,0.10090895062133827,14.296566443152399
catalog_51,Twice-Baked Potatoes for the Freezer,american,data/catalog/images/catalog_51/rgb.png,225.03615073337969,241.3688933333518,7.773913702052208,13.82640482833727,10.35798171800384
catalog_52,Peanut Butter Breakfast Quinoa recipes,american,data/catalog/images/catalog_52/rgb.png,107.65,91.125,6.525673076923077,4.508958333333332,9.3155
catalog_53,Midwest Macaroni & Cheese,american,data/catalog/images/catalog_53/rgb.png,245.8741804109375,96.16142703125,18.237704765889426,7.42098860559375,24.65047517625
catalog_54,Emoji Pizza,italian,data/catalog/images/catalog_54/rgb.png,221.15999999999997,88.25,18.410961538461535,5.883316666666667,22.9617
catalog_55,Muffuletta,italian,data/catalog/images/catalog_55/rgb.png,263.781419028125,80.69904625,26.380315154326926,4.162401403947917,28.524356578125
catalog_56,Serious Salsa: Watermelon Pico de Gallo Recipe,mexican,data/catalog/images/catalog_56/rgb.png,108.321274,227.2330009900825,4.30062036923077,5.655478666666665,12.2115392
catalog_57,Goat Cheese and Mango Quesadillas,mexican,data/catalog/images/catalog_57/rgb.png,180.47970385833338,110.21642822916668,9.21590977900641,8.846530555555553,12.149511778125001
catalog_58,Festive Goat Cheese,mediterranean,data/catalog/images/catalog_58/rgb.png,439.2672454496095,143.9980924998732,47.67064714230557,5.983774374965,46.561045474999574
catalog_59,Portobello Mushroom with Goat Cheese (BC),mediterranean,data/catalog/images/catalog_59/rgb.png,169.14,207.5,19.18923076923077,2.1672,20.0396
catalog_60,Creepy Halloween Pumpkin Treats In Just 3 Steps!,american,data/catalog/images/catalog_60/rgb.png,95.21624999973392,52.6749999997559,11.667013461536623,0.861,8.962074999880883
catalog_61,Crustless Quiche Lorraine,french,data/catalog/images/catalog_61/rgb.png,590.4280946070312,184.93261876953125,87.56565411878005,1.3111989719628911,34.30471855144531
catalog_62,"Shrimp, Egg, and Dill Smorrebrod",nordic,data/catalog/images/catalog_62/rgb.png,88.08361128124997,59.355659375,6.328545377884615,1.6131093125,14.9400409
catalog_63,Tahini Dijon Noodles,asian,data/catalog/images/catalog_63/rgb.png,1187.0136472396664,469.23750609775,54.87157498553936,60.17808221955093,82.32574622862776
catalog_64,Crock Pot Refried Beans recipes,mexican,data/catalog/images/catalog_64/rgb.png,200.674140415625,72.1744291237087,1.2060501924519231,12.104459828125002,24.5624333615
catalog_65,"Sticky Rice Cake with Coconut, Ginger & Condensed Coconut Milk",south east asian,data/catalog/images/catalog_65/rgb.png,475.34264232999993,175.0836139364583,49.92563898701922,14.48347191101736,11.382751101375
catalog_66,Apple Iceberg Salad,american,data/catalog/images/catalog_66/rgb.png,262.90849999991076,153.91249999993337,34.92407692306919,4.968818333331115,1.9541374999909324
catalog_67,Cabbage Slaw,american,data/catalog/images/catalog_67/rgb.png,37.47876666666666,114.50720953986249,0.3026733333333333,2.877652944444444,2.869430666666666
catalog_68,Mom's Carrot and Raisin Salad,american,data/catalog/images/catalog_68/rgb.png,87.85363459157823,137.1064258331368,0.5009442389737543,7.21820686493763,3.0694545204972474
catalog_69,Mediterranean Turkey Pinwheels recipes,american,data/catalog/images/catalog_69/rgb.png,1163.072,559.2,66.38584615384616,47.39022666666667,106.05156
catalog_70,Stuffed Mushroom Eyeballs recipes,french,data/catalog/images/catalog_70/rgb.png,232.98870315,139.02725916666665,31.16788697384615,1.8940992041111118,18.101873203500002
catalog_71,Low Carb Hand Pies Stuffed with Chili [Recipe] recipes,american,data/catalog/images/catalog_71/rgb.png,330.707625,128.46875,39.2091217948718,2.630826041666667,38.1331
catalog_72,Baked Pesto Chicken,italian,data/catalog/images/catalog_72/rgb.png,386.5539641853932,241.234375,34.35151609766638,1.6612987886235955,79.31525
catalog_73,Lasagna Quesadillas,italian,data/catalog/images/catalog_73/rgb.png,212.651765525,141.3826975,18.76414279102565,4.703281024444443,24.72371769
catalog_74,"Pizza with Swiss Chard, Sausage, and Mozzarella",italian,data/catalog/images/catalog_74/rgb.png,614.4551414492925,406.5599135206325,51.81006432176585,16.00596849394338,62.501045207291575
catalog_75,Teriyaki Cocktail Meatballs (grain and soy,japanese,data/catalog/images/catalog_75/rgb.png,128.75818481732,77.5362956788692,21.01942584698846,0.6201831076491665,0.620638475315
catalog_76,Beef and Mushroom Carbonara,italian,data/catalog/images/catalog_76/rgb.png,621.1875059750002,670.32987,63.08790712576923,10.872131525083333,62.006673072
catalog_77,Jump On The Spring Bandwagon With This Super Easy Lamb Recipe,mediterranean,data/catalog/images/catalog_77/rgb.png,272.06778447220006,166.787711,28.45236461464615,0.385849,39.462199394600006
catalog_78,Easy Deviled Eggs,american,data/catalog/images/catalog_78/rgb.png,177.26608333333334,100.8875,21.627134615384616,0.6043430555555557,20.963075
catalog_79,Grilled Summer Veggies,south american,data/catalog/images/catalog_79/rgb.png,330.74229543868836,233.0013464228704,51.535165986448355,2.930633442412809,4.3022
catalog_80,Greek-Style Vegetable Kebabs with Orzo and Feta,greek,data/catalog/images/catalog_80/rgb.png,246.97349999999997,403.65000000000003,21.974248717948715,9.017796666666667,13.294186666666667
catalog_81,"""Apres-Ski"" Soup Recipe 5",american,data/catalog/images/catalog_81/rgb.png,92.7611121526042,290.86945932291667,3.4281403846153835,4.73738034292014,9.544670960250002
catalog_82,Hasselback Potatoes,american,data/catalog/images/catalog_82/rgb.png,193.8505941888289,180.23547733590297,10.63257952429866,10.193145762547337,7.412435103325968
catalog_83,Creamed Mushrooms (Eastern European),american,data/catalog/images/catalog_83/rgb.png,253.05197710766876,225.2501110425962,34.90081867293288,3.2405315144541675,11.82267321901
catalog_84,Grilled Grits from Platter Talk recipes,mediterranean,data/catalog/images/catalog_84/rgb.png,715.362796,495.2850628768247,38.3971307076923,33.58352133333332,43.455556799999975
catalog_85,Blueberries with Walnuts & Cheese,american,data/catalog/images/catalog_85/rgb.png,287.22857819375,122.349523125,34.96090953942308,4.808459643104167,20.15928159125
catalog_86,RITZ Horseradish Roast Beef Topper,american,data/catalog/images/catalog_86/rgb.png,85.25088011092593,35.21172468518519,7.687064880028493,2.054911213469753,7.716831535444446
catalog_87,Crunchy Napa Cabbage Slaw,middle eastern,data/catalog/images/catalog_87/rgb.png,172.7621511625,293.7799952083333,14.628656395512818,5.579437356993058,17.769729326666667
catalog_88,Apple-Cinnamon Quinoa Bowl,south american,data/catalog/images/catalog_88/rgb.png,163.88858333473135,155.38229166695066,6.393930769380035,8.58905833337193,14.010395416749645
catalog_89,Bacon Wrapped Dates With Almonds,american,data/catalog/images/catalog_89/rgb.png,183.478113665,49.8951607,19.05785788415385,4.8625102064,10.037091963360005
catalog_90,Chicken Salad with Bacon and Dates,american,data/catalog/images/catalog_90/rgb.png,333.30226,75.55933333333333,42.79348220512821,2.6871438888888886,26.332991333333336
catalog_91,Egg salad with Mustard Sprouts,american,data/catalog/images/catalog_91/rgb.png,113.20972222222225,31.381944444444446,18.07241452991453,0.4549074074074074,1.8541666666666665
catalog_92,Grilled Salmon Sandwiches With Heirloom Tomatoes & Chive-Cashew Pesto,nordic,data/catalog/images/catalog_92/rgb.png,621.4274301,437.79618500000004,43.01396349307692,11.08066458333333,113.71682692
catalog_93,Salt and Vinegar Potato Chip Crusted Cod,american,data/catalog/images/catalog_93/rgb.png,241.6750701636321,140.6330919010711,16.997366883753415,4.453523781482135,43.54430177012542
catalog_94,Fried Fish Tacos,mexican,data/catalog/images/catalog_94/rgb.png,801.328206505,333.430404534585,72.4880478380769,21.138816666666663,56.92970093
catalog_95,Golden Persian Rice,middle eastern,data/catalog/images/catalog_95/rgb.png,313.8805665008369,85.55926335218533,9.726391489761046,19.273114558750002,12.00361391425
catalog_96,Le Bernardin's Crispy-Skinned Fish,french,data/catalog/images/catalog_96/rgb.png,205.05877077245,177.72743890384325,9.91348495354269,0.7943226412070833,69.0619809213425
catalog_97,Cajun Fried Okra,american,data/catalog/images/catalog_97/rgb.png,205.51311307015592,215.62263543543637,2.535958571691835,13.997794321897507,15.490433490389302
catalog_98,KIDNEY BEAN BURGERS recipes,mexican,data/catalog/images/catalog_98/rgb.png,129.79057327480768,112.55606937494717,6.511076794229974,5.915209186444896,12.174458642739118
catalog_99,Ground Pork Cutlets with Tomato Gravy,american,data/catalog/images/catalog_99/rgb.png,12.151499999990556,40.762499999947515,0.1462641025639411,1.011400694443764,0.6987683333324096
catalog_100,Chicken Pesto Panini recipes,italian,data/catalog/images/catalog_100/rgb.png,2130.010475842697,957.865,66.99586708729476,98.23442621722845,274.41432000000003
catalog_101,Teriyaki Chicken Skewers,japanese,data/catalog/images/catalog_101/rgb.png,168.11771100000004,149.39809250000002,4.581892343846155,1.8719999999999997,55.298741625
catalog_102,Easy Dairy-Free Paleo Curry Chicken Salad,indian,data/catalog/images/catalog_102/rgb.png,368.87464061308776,250.91208229524375,34.5103175080427,4.65894527920003,61.67861577222003
catalog_103,Summer Succotash,american,data/catalog/images/catalog_103/rgb.png,222.32866329166666,403.0747110761682,7.7776889491453,13.53951758333333,18.582364522222225
catalog_104,Tofu Stir Fry,asian,data/catalog/images/catalog_104/rgb.png,194.655,175.425925925926,8.527732193732195,8.652118518518519,26.13196296296297
catalog_105,Marinated Tofu,asian,data/catalog/images/catalog_105/rgb.png,140.93488804848002,102.36386437200002,12.384498947692308,2.0740857158888883,27.95028333666667
catalog_106,Bacon-Wrapped Ginger Soy Scallops Recipe,mediterranean,data/catalog/images/catalog_106/rgb.png,35.981806358683,17.40453663043145,4.3600318632441475,0.3277762192380413,3.1772404968695565
catalog_107,Grilled Jalapenos Recipe 3,south american,data/catalog/images/catalog_107/rgb.png,203.7366266,85.349523125,27.52812574615385,0.6945501883541666,17.1872531225
catalog_108,Bacon Wrapped Zucchini-Halibut,american,data/catalog/images/catalog_108/rgb.png,166.02234081015627,149.980594296875,17.756987544843753,1.2816999999999998,24.462581078437502
catalog_109,Sugar Snap Pea Salad with Lemon and Dill,american,data/catalog/images/catalog_109/rgb.png,79.6414490342032,86.86994468743518,8.069427413920863,2.243345554582495,5.348848621231587
catalog_110,Indian Fried Cabbage,indian,data/catalog/images/catalog_110/rgb.png,51.25570833333333,93.3456475399485,3.994269230769231,2.180905555555556,3.2801983333333324
catalog_111,"Baked Sweet Potato ""Fries"" with La Boite Spice Mix",american,data/catalog/images/catalog_111/rgb.png,149.6999999998732,82.9741839558775,12.124569230769623,6.46511874998875,4.30739125000219
catalog_112,Slow Cooker Mashed Sweet Potatoes with Parmesan,italian,data/catalog/images/catalog_112/rgb.png,385.557914325,239.781904375,36.792897077884625,12.086163322291668,15.398234844250002
catalog_113,Grilled Tilapia with Smoked Paprika and Parmesan Polenta,mediterranean,data/catalog/images/catalog_113/rgb.png,280.252375,299.0171875,6.50695673076923,14.514342812500002,31.25015625
catalog_114,Bacon Jalapeno Popcorn,american,data/catalog/images/catalog_114/rgb.png,309.540188675,77.74545791666667,35.70844237435899,5.151504739583333,19.268828906666666
catalog_115,Easy Lettuce and Herb Salad,french,data/catalog/images/catalog_115/rgb.png,126.16305346875002,60.757582546121306,19.02840530977565,1.1597615490069446,2.9935736956666665
catalog_116,Coconut Rice and Beans,mediterranean,data/catalog/images/catalog_116/rgb.png,223.9742791927606,134.9971188878829,18.65057537900682,8.44189194445011,10.334664375001719
catalog_117,Tilapia with Sundried Tomato Pesto- The Su,italian,data/catalog/images/catalog_117/rgb.png,146.41784375083046,127.11562500014978,5.6128259616530025,1.5931489583459655,49.48854375004137
catalog_118,Roasted Parsnips With Shallots,british,data/catalog/images/catalog_118/rgb.png,206.75074322656286,212.45394505212963,6.852660279407058,13.967792166666696,7.166171404166695
catalog_119,Stuffed Artichokes with Capers and Pecorino Cheese,mediterranean,data/catalog/images/catalog_119/rgb.png,566.3225,384.925,38.179923076923075,20.948890000000002,38.81978
catalog_120,Roasted Grape Chutney,indian,data/catalog/images/catalog_120/rgb.png,83.7826875,83.52361665270618,5.415821153846155,4.650435833333335,1.17343
catalog_121,Fennel Salad with Citrus,mediterranean,data/catalog/images/catalog_121/rgb.png,249.12848605555556,298.7929973011815,28.528220234188026,7.19764251851852,6.2665921777777776
catalog_122,Homemade Turkey Sausage,american,data/catalog/images/catalog_122/rgb.png,934.991519097226,736.3664496527789,62.50835528178429,3.323247815393804,250.68248038194463
catalog_123,Israeli Couscous and Tomato Salad with Arugula Pesto,middle eastern,data/catalog/images/catalog_123/rgb.png,344.131203125,146.2408203125,27.776065504807686,12.426034804687502,17.48423984375
catalog_124,Buttery Oven Roasted Cauliflower recipes,british,data/catalog/images/catalog_124/rgb.png,196.62004271006944,165.41076954168722,25.0103907928953,2.504776927372685,14.508479409375
catalog_125,Broccoli Cauliflower Greek Salad,mediterranean,data/catalog/images/catalog_125/rgb.png,314.5643055555556,298.03472222222223,44.2712264957265,5.103641898148148,9.104533333333334
catalog_126,Basil Pesto Tortellini Salad,italian,data/catalog/images/catalog_126/rgb.png,239.46588834269662,130.953125,13.59639026037165,10.30505538389513,19.23369375
catalog_127,PM's Tuna Salad,american,data/catalog/images/catalog_127/rgb.png,658.4337424875,465.2602316653129,5.656534059615384,37.8204839495625,84.59487982099998
catalog_128,Cucumber Raita,indian,data/catalog/images/catalog_128/rgb.png,27.730375,76.16875,1.8152019230769234,1.1173833333333334,2.9313125
catalog_129,Barley+ Sweet Potato Toast,american,data/catalog/images/catalog_129/rgb.png,411.7200000000001,279.75,12.225653846153845,23.92258333333333,30.77275
catalog_130,Sweet Potato Casserole Recipe,south american,data/catalog/images/catalog_130/rgb.png,276.9643733770834,114.77501576389399,37.36755990961539,4.818788844736111,6.216582349958333
catalog_131,Grilled Chocolate Peanut Butter Sandwich,american,data/catalog/images/catalog_131/rgb.png,181.8535,93.95,11.173392307692305,8.989686666666666,7.58783
catalog_132,Shepherd Pies recipes,british,data/catalog/images/catalog_132/rgb.png,563.0652075,478.651625,49.82783019230767,13.633335833333335,55.95723325
catalog_133,Celery Black Grape and Blue Cheese Potato Salad,american,data/catalog/images/catalog_133/rgb.png,207.1058449410495,246.0105554751552,10.98344031139539,9.513614596279211,18.67302982285044
catalog_134,Dill Pickle Potato Salad Recipe,mediterranean,data/catalog/images/catalog_134/rgb.png,284.59327600002933,265.01817500002863,20.7751173929499,11.635534652779286,14.018169029171887
catalog_135,Cole Slaw Dressing,american,data/catalog/images/catalog_135/rgb.png,281.44545,48.635000000000005,41.09508461538462,3.5148040000000007,0.19652
catalog_136,Oyster Po’boy,american,data/catalog/images/catalog_136/rgb.png,2128.060724999837,921.018905182681,215.38609807689465,47.53239166666665,149.77248874999998
catalog_137,South African Yellow Rice,chinese,data/catalog/images/catalog_137/rgb.png,318.9721812402193,216.31249999994898,8.001665437844872,20.968017528942465,9.90197810906821
catalog_138,Crockpot Caramel Apple Cider,american,data/catalog/images/catalog_138/rgb.png,354.0549818641407,653.8340185452331,1.3944193191417487,29.356492476314898,1.9863080370904667
catalog_139,Brown Sugar and Dijon Glazed Corned Beef and Cabbage with Red Potatoes,american,data/catalog/images/catalog_139/rgb.png,938.9360562183334,840.6315771666666,84.70653928415388,17.080266982666668,119.12360423110002
catalog_140,Reuben Burgers Recipe,american,data/catalog/images/catalog_140/rgb.png,508.8038276859375,196.67273484375,49.86959190240385,7.746954116583335,58.834712130625
catalog_141,Pulled Pork Potato Skins,american,data/catalog/images/catalog_141/rgb.png,489.77588888888874,378.19555555555564,31.06649606837606,20.59665718518518,33.25721777777778
catalog_142,Stuffed Baked Potatoes Deconstructed,italian,data/catalog/images/catalog_142/rgb.png,490.1205,459.05,26.886215384615376,23.83618333333333,29.31975
catalog_143,Taco Hand Pies,mexican,data/catalog/images/catalog_143/rgb.png,220.00605165000002,66.66603083333334,23.983819743589745,3.4364861111111105,18.519691273333333
catalog_144,Meatballs,middle eastern,data/catalog/images/catalog_144/rgb.png,194.62066080836325,74.82196291675913,19.0887933974361,2.6720871527800725,23.8193698266685
catalog_145,Baked Zucchini Fries,mediterranean,data/catalog/images/catalog_145/rgb.png,163.0335,138.6125,12.08182307692308,5.742316666666665,16.470350000000003
catalog_146,Wild Mushroom Stuffing,french,data/catalog/images/catalog_146/rgb.png,122.82341738756844,132.12683406590963,5.269929060549244,6.010608692636302,12.077648287671163
catalog_147,Tomato-Basil Pita Pizzas Recipe,italian,data/catalog/images/catalog_147/rgb.png,244.78606250000004,133.08828125,15.49303125,9.592447552083335,23.542409375
catalog_148,Citrus Scallops With Bulgur recipes,mediterranean,data/catalog/images/catalog_148/rgb.png,249.339138961525,278.9825367775,12.144774671840773,10.401967893033332,35.55970279472
catalog_149,Chicken Fried Rice Recipe,chinese,data/catalog/images/catalog_149/rgb.png,599.3029375023425,388.74375000093323,29.033098076969875,25.943992916865774,75.58598750019412
catalog_150,Fiesta Egg Casserole With Peppers and Cheese,italian,data/catalog/images/catalog_150/rgb.png,281.4877155,166.83137923538783,31.903586195,1.5362476624375,38.038872164875
catalog_151,Spaghetti Skillet Supper,italian,data/catalog/images/catalog_151/rgb.png,215.248033856875,150.13593054999998,16.33463692449039,5.966033913475,22.592086731775
catalog_152,House Roasted Nuts,british,data/catalog/images/catalog_152/rgb.png,292.50375,50.89149353118125,41.15269230769231,3.147375,17.427575
catalog_153,"Flank Steak Pinwheels with Spinach, Gorgonzola and Asiago",british,data/catalog/images/catalog_153/rgb.png,541.9514028944445,307.71751451190676,46.6592083371127,0.9911451086116897,122.21000115664583
catalog_154,Cheesy Spinach Quesadillas,mexican,data/catalog/images/catalog_154/rgb.png,98.643375,34.4,5.86160576923077,4.112645416666665,7.61535
catalog_155,Vegetable Tortilla Cups recipes,mexican,data/catalog/images/catalog_155/rgb.png,319.29175000000004,135.84166666666667,11.582388461538462,16.808997222222217,28.281766666666666
catalog_156,Smoked Salmon Black Bean Egg Rolls,nordic,data/catalog/images/catalog_156/rgb.png,260.67625,92.375,11.536961538461538,12.464166666666667,22.2036
catalog_157,Bake or Bust,mexican,data/catalog/images/catalog_157/rgb.png,297.3463263069819,316.783855529696,1.569934657858135,18.82325176898833,32.513115528085514
catalog_158,Wasabi Shrimp Sushi Cups,japanese,data/catalog/images/catalog_158/rgb.png,109.29870000005462,53.1165000000097,1.2618826923149662,7.229552750000751,6.916410600003374
catalog_159,"Kale, Peach, and Avocado Salad",mediterranean,data/catalog/images/catalog_159/rgb.png,254.15,234.95833333333334,31.004666666666676,6.662204166666667,9.017816666666668
catalog_160,The Only Guacamole Recipe You'll Ever Need,mexican,data/catalog/images/catalog_160/rgb.png,277.1525,273.71354166672825,34.343730769230774,7.255183333333332,8.10615
catalog_161,Organic Lime Fruit Salad,south american,data/catalog/images/catalog_161/rgb.png,245.88332,299.87591666666674,13.304837217948723,14.783591808333336,8.379901983333333
catalog_162,Yakitori Sauce recipes,japanese,data/catalog/images/catalog_162/rgb.png,122.33374999974235,164.34068637493237,0.5621153846153325,3.975291666646085,10.50254999999965
catalog_163,Crockpot Fondue,mediterranean,data/catalog/images/catalog_163/rgb.png,297.71580710492157,103.14553419436366,33.37602268068455,1.535234521185451,38.56925785205493
