split,dish_id,image_path,total_calories,total_mass,total_fat,total_carb,total_protein
train,dish_1565808943,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1565808943/rgb.png,13.320000648498535,74.0,0.14800000190734863,2.885999917984009,0.6660000085830688
train,dish_1565023128,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1565023128/rgb.png,41.59483337402344,32.0,2.2296769618988037,4.92490291595459,1.0240000486373901
train,dish_1568044496,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1568044496/rgb.png,35.400001525878906,118.0,0.23600000143051147,8.967999458312988,0.7080000042915344
train,dish_1558457468,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1558457468/rgb.png,23.80000114440918,70.0,0.14000000059604645,5.599999904632568,0.5600000023841858
train,dish_1558114484,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1558114484/rgb.png,151.47999572753906,28.0,11.75999927520752,0.3919999897480011,10.360000610351562
train,dish_1562704564,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1562704564/rgb.png,292.02288818359375,124.0,13.480252265930176,20.778148651123047,20.163644790649414
train,dish_1560368944,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1560368944/rgb.png,143.54042053222656,66.0,8.57303524017334,2.1412200927734375,13.566439628601074
train,dish_1562946006,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1562946006/rgb.png,535.9840087890625,224.0,41.59199905395508,6.288000106811523,32.071998596191406
train,dish_1563218959,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1563218959/rgb.png,267.9396667480469,131.0,14.862058639526367,4.849843978881836,26.745079040527344
train,dish_1563464651,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1563464651/rgb.png,312.0,130.0,9.199999809265137,46.64500045776367,10.868000984191895
train,dish_1562875940,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1562875940/rgb.png,386.6668395996094,418.0,23.183082580566406,52.98098373413086,26.29400634765625
train,dish_1559589942,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1559589942/rgb.png,290.3480224609375,179.0,10.175000190734863,36.630001068115234,13.48799991607666
train,dish_1561753238,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1561753238/rgb.png,298.0343933105469,333.0,13.711389541625977,14.026631355285645,28.8810977935791
train,dish_1566413356,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1566413356/rgb.png,183.97999572753906,164.0,3.9519999027252197,2.196000099182129,33.69900131225586
train,dish_1562007866,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1562007866/rgb.png,497.8613586425781,465.0,15.24950122833252,62.60457229614258,28.075634002685547
train,dish_1561741139,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1561741139/rgb.png,108.19999694824219,20.0,8.399999618530273,0.2800000011920929,7.400000095367432
train,dish_1558028194,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1558028194/rgb.png,228.0500030517578,172.0,11.903999328613281,18.010000228881836,12.218000411987305
train,dish_1559241099,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1559241099/rgb.png,201.34677124023438,382.0,0.9343900084495544,51.246646881103516,2.417124032974243
train,dish_1562788732,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1562788732/rgb.png,57.29280471801758,52.0,6.662715911865234,2.814716100692749,7.842129230499268
train,dish_1564685144,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1564685144/rgb.png,26.162500381469727,50.0,1.2987500429153442,3.4124999046325684,0.8774999976158142
train,dish_1567024224,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1567024224/rgb.png,354.9458312988281,315.0,12.855191230773926,42.525386810302734,18.17399787902832
train,dish_1558115364,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1558115364/rgb.png,485.260009765625,313.0,27.00899887084961,26.503999710083008,39.459999084472656
train,dish_1565640842,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1565640842/rgb.png,307.42999267578125,329.0,5.36299991607666,14.95300006866455,48.435001373291016
train,dish_1561578226,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1561578226/rgb.png,119.22025299072266,289.0,6.62832498550415,13.898274421691895,4.2815327644348145
train,dish_1559841163,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1559841163/rgb.png,357.04351806640625,335.0,18.222002029418945,27.538999557495117,21.15300178527832
train,dish_1566316525,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1566316525/rgb.png,223.88809204101562,83.0,20.465044021606445,2.6972239017486572,7.660690784454346
train,dish_1565031338,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1565031338/rgb.png,296.2404479980469,215.0,16.46657371520996,8.770726203918457,27.085739135742188
train,dish_1568055986,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1568055986/rgb.png,54.400001525878906,76.0,3.4679999351501465,5.97599983215332,0.7400000095367432
train,dish_1562010929,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1562010929/rgb.png,457.2658386230469,405.0,27.095516204833984,25.63043975830078,29.310972213745117
train,dish_1567789230,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1567789230/rgb.png,689.4284057617188,300.0,56.70819854736328,9.137200355529785,34.3734016418457
train,dish_1568665935,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1568665935/rgb.png,154.2220001220703,58.0,5.452000141143799,19.43000030517578,6.495999813079834
train,dish_1561751958,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1561751958/rgb.png,381.22637939453125,293.0,19.166791915893555,10.987133026123047,37.79017639160156
train,dish_1565972384,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1565972384/rgb.png,432.243896484375,706.0,4.748146057128906,30.064855575561523,57.15365982055664
train,dish_1564169197,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1564169197/rgb.png,116.44999694824219,50.0,6.5,8.949999809265137,5.5
train,dish_1562788816,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1562788816/rgb.png,506.6034851074219,320.0,24.274417877197266,44.3224983215332,37.73170471191406
train,dish_1563294575,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1563294575/rgb.png,485.9056396484375,562.0,17.121397018432617,72.02111053466797,15.064019203186035
train,dish_1564429894,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1564429894/rgb.png,498.76983642578125,566.0,11.819026947021484,73.53173828125,25.254064559936523
train,dish_1558372525,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1558372525/rgb.png,242.802001953125,42.0,20.790000915527344,9.534000396728516,9.407999992370605
train,dish_1558115867,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1558115867/rgb.png,132.96299743652344,23.0,11.385000228881836,5.2210001945495605,5.1519999504089355
train,dish_1560888849,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1560888849/rgb.png,168.96412658691406,107.0,5.855534076690674,7.567452907562256,20.427921295166016
train,dish_1565721828,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1565721828/rgb.png,129.22500610351562,239.0,5.393499851226807,18.909000396728516,2.881500005722046
train,dish_1561061593,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1561061593/rgb.png,42.45858383178711,52.0,1.6598700284957886,4.359210014343262,3.223788022994995
train,dish_1566931217,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1566931217/rgb.png,333.1086730957031,378.0,29.458877563476562,21.469036102294922,21.408706665039062
train,dish_1559245979,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1559245979/rgb.png,116.11600494384766,203.0,0.2029999941587448,30.855998992919922,0.8119999766349792
train,dish_1560441270,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1560441270/rgb.png,24.540000915527344,46.0,0.06300000101327896,5.303999900817871,0.8349999785423279
train,dish_1567625294,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1567625294/rgb.png,51.20000076293945,32.0,4.800000190734863,2.880000114440918,0.6399999856948853
train,dish_1565640427,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1565640427/rgb.png,195.76199340820312,42.0,12.095999717712402,20.916000366210938,2.6040000915527344
train,dish_1562961609,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1562961609/rgb.png,423.5417785644531,186.0,17.73101043701172,35.247432708740234,29.078554153442383
train,dish_1562872662,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1562872662/rgb.png,133.2158203125,122.0,15.029959678649902,5.005393981933594,15.61719799041748
train,dish_1565640272,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1565640272/rgb.png,377.82000732421875,405.0,13.907999038696289,49.7400016784668,16.559999465942383
train,dish_1557853154,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1557853154/rgb.png,18.810001373291016,57.0,0.17100000381469727,4.559999942779541,0.39899998903274536
train,dish_1558640294,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1558640294/rgb.png,42.400001525878906,184.0,0.36800000071525574,9.553999900817871,1.5980000495910645
train,dish_1564686832,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1564686832/rgb.png,829.737548828125,392.0,39.73246765136719,64.51634216308594,54.17950439453125
train,dish_1562615360,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1562615360/rgb.png,331.48199462890625,191.0,20.40243911743164,20.03392791748047,17.890609741210938
train,dish_1568061272,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1568061272/rgb.png,380.39404296875,415.0,11.045062065124512,45.30430221557617,25.763874053955078
train,dish_1564686702,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1564686702/rgb.png,307.9449768066406,130.0,12.545000076293945,36.75,11.960000038146973
train,dish_1561576618,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1561576618/rgb.png,57.924407958984375,188.0,2.318721055984497,8.41977596282959,1.7496119737625122
train,dish_1562959190,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1562959190/rgb.png,518.8011474609375,378.0,31.284950256347656,53.022335052490234,26.72298812866211
train,dish_1561666923,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1561666923/rgb.png,539.6385498046875,425.0,22.059612274169922,55.69009780883789,34.9427490234375
train,dish_1557863170,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1557863170/rgb.png,129.82000732421875,142.0,11.426000595092773,8.233999252319336,2.2660000324249268
train,dish_1565987116,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1565987116/rgb.png,393.41998291015625,397.0,17.283000946044922,10.670999526977539,49.667999267578125
train,dish_1561061630,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1561061630/rgb.png,186.68374633789062,150.0,11.299298286437988,17.85063934326172,6.371216773986816
train,dish_1563812615,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1563812615/rgb.png,402.7840881347656,386.0,18.810022354125977,17.20134162902832,39.89674377441406
train,dish_1565724588,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1565724588/rgb.png,266.7202453613281,410.0,12.287975311279297,35.88297653198242,6.973049163818359
train,dish_1560444637,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1560444637/rgb.png,509.3210144042969,285.0,31.756999969482422,25.58799934387207,29.480998992919922
train,dish_1565810237,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1565810237/rgb.png,349.86639404296875,306.0,19.25312042236328,7.274592876434326,38.68890380859375
train,dish_1562689519,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1562689519/rgb.png,169.54000854492188,173.0,7.439000129699707,5.881999969482422,19.030000686645508
train,dish_1565638287,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1565638287/rgb.png,357.9346618652344,175.0,19.85389518737793,6.478799819946289,35.728153228759766
train,dish_1563308386,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1563308386/rgb.png,155.80548095703125,214.0,6.034587860107422,24.200393676757812,2.87349009513855
train,dish_1561666821,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1561666821/rgb.png,211.78656005859375,170.0,12.141860961914062,19.425872802734375,7.538331985473633
train,dish_1562181247,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1562181247/rgb.png,660.094482421875,220.0,45.32347106933594,11.534340858459473,49.14976119995117
train,dish_1566934152,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1566934152/rgb.png,305.06524658203125,396.0,15.832462310791016,11.56218147277832,29.805675506591797
train,dish_1563551006,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1563551006/rgb.png,357.669189453125,213.0,22.059999465942383,29.586002349853516,15.69480037689209
train,dish_1563827454,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1563827454/rgb.png,86.57000732421875,248.0,3.301332950592041,10.737333297729492,6.02933406829834
train,dish_1564169932,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1564169932/rgb.png,766.6265258789062,473.0,37.37470245361328,42.81098556518555,65.77315521240234
train,dish_1564686657,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1564686657/rgb.png,279.1949768066406,105.0,9.869999885559082,35.17499923706055,11.760000228881836
train,dish_1559841571,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1559841571/rgb.png,18.799999237060547,5.0,0.33500000834465027,3.6500000953674316,0.6000000238418579
train,dish_1565379788,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1565379788/rgb.png,49.64992904663086,101.0,1.1949490308761597,9.962657928466797,0.897363007068634
train,dish_1562691705,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1562691705/rgb.png,412.6768798828125,554.0,11.576250076293945,51.6173210144043,27.196392059326172
train,dish_1567537457,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1567537457/rgb.png,297.7650146484375,361.0,12.137429237365723,36.09172821044922,12.930025100708008
train,dish_1558628515,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1558628515/rgb.png,31.920000076293945,56.0,0.1679999977350235,7.840000152587891,0.3919999897480011
train,dish_1564000417,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1564000417/rgb.png,340.35198974609375,128.0,12.031999588012695,42.880001068115234,14.336000442504883
train,dish_1558115047,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1558115047/rgb.png,203.6999969482422,212.0,10.381999969482422,7.565999984741211,25.578001022338867
train,dish_1558115764,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1558115764/rgb.png,151.47999572753906,28.0,11.75999927520752,0.3919999897480011,10.360000610351562
train,dish_1559838279,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1559838279/rgb.png,103.69999694824219,114.0,3.677999973297119,14.952000617980957,3.7019999027252197
train,dish_1560888930,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1560888930/rgb.png,224.93116760253906,151.0,7.066030979156494,17.505605697631836,21.537919998168945
train,dish_1568405499,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1568405499/rgb.png,562.2693481445312,419.0,29.85374641418457,26.507204055786133,45.239139556884766
train,dish_1562787783,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1562787783/rgb.png,114.01374053955078,76.0,6.586967945098877,12.59272289276123,2.3127639293670654
train,dish_1562095340,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1562095340/rgb.png,718.9573974609375,381.0,37.59532928466797,72.49267578125,25.50871467590332
train,dish_1558026623,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1558026623/rgb.png,29.880001068115234,83.0,0.08299999684095383,7.46999979019165,0.41499999165534973
train,dish_1563309398,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1563309398/rgb.png,655.98681640625,604.0,20.217884063720703,23.338592529296875,93.24394989013672
train,dish_1564777986,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1564777986/rgb.png,372.23089599609375,221.0,18.80900001525879,21.323951721191406,28.163883209228516
train,dish_1565981769,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1565981769/rgb.png,23.10442352294922,47.0,0.556065022945404,4.636087894439697,0.41758498549461365
train,dish_1567542843,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1567542843/rgb.png,471.2965087890625,216.0,19.758106231689453,42.70315933227539,28.489662170410156
train,dish_1567625343,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1567625343/rgb.png,65.4800033569336,74.0,4.988999843597412,5.546999931335449,1.7109999656677246
train,dish_1558109986,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1558109986/rgb.png,258.45001220703125,75.0,20.475000381469727,3.1500000953674316,14.475000381469727
train,dish_1558380058,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1558380058/rgb.png,208.11599731445312,36.0,17.81999969482422,8.17199993133545,8.064000129699707
train,dish_1562010865,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1562010865/rgb.png,376.2429504394531,216.0,26.149803161621094,7.23395299911499,28.11778450012207
train,dish_1564601470,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1564601470/rgb.png,15.840999603271484,73.0,0.0729999989271164,3.7230000495910645,0.5109999775886536
train,dish_1568319838,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1568319838/rgb.png,607.5061645507812,312.0,30.92827606201172,39.99575424194336,39.863441467285156
train,dish_1562787983,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1562787983/rgb.png,56.76000213623047,149.0,1.4570000171661377,9.663000106811523,2.6559998989105225
train,dish_1561752449,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1561752449/rgb.png,287.849853515625,134.0,14.534126281738281,14.2379789352417,24.759119033813477
train,dish_1559059992,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1559059992/rgb.png,71.44000244140625,94.0,0.0,16.920000076293945,0.9399999976158142
train,dish_1561666640,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1561666640/rgb.png,48.80000305175781,90.0,0.18000000715255737,12.40000057220459,0.6679999828338623
train,dish_1563897870,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1563897870/rgb.png,169.32000732421875,249.0,3.4860000610351562,29.8799991607666,5.97599983215332
train,dish_1561579505,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1561579505/rgb.png,31.5,126.0,0.3779999911785126,6.300000190734863,2.2679998874664307
train,dish_1558640671,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1558640671/rgb.png,32.29999923706055,95.0,0.1899999976158142,7.599999904632568,0.7599999904632568
train,dish_1565383026,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1565383026/rgb.png,171.55999755859375,287.0,14.031000137329102,12.198999404907227,3.694999933242798
train,dish_1566502271,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1566502271/rgb.png,296.81689453125,359.0,10.50525188446045,13.685195922851562,37.94028091430664
train,dish_1558026756,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1558026756/rgb.png,183.86000061035156,178.0,10.305000305175781,13.486000061035156,9.86299991607666
train,dish_1567537352,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1567537352/rgb.png,50.7924690246582,73.0,4.293021202087402,2.5612130165100098,1.2099360227584839
train,dish_1559243704,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1559243704/rgb.png,116.11600494384766,203.0,0.2029999941587448,30.855998992919922,0.8119999766349792
train,dish_1565984299,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1565984299/rgb.png,93.34351348876953,298.0,1.5828319787979126,18.693933486938477,4.653013229370117
train,dish_1563477736,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1563477736/rgb.png,277.04730224609375,234.0,14.928542137145996,15.535333633422852,20.962175369262695
train,dish_1558637351,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1558637351/rgb.png,80.07999420166016,154.0,0.30799999833106995,21.559999465942383,0.4620000123977661
train,dish_1560529844,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1560529844/rgb.png,91.68000030517578,168.0,0.30000001192092896,22.29599952697754,1.277999997138977
train,dish_1562096933,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1562096933/rgb.png,312.65960693359375,314.0,31.207481384277344,16.597986221313477,38.92085266113281
train,dish_1558632445,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1558632445/rgb.png,526.0709838867188,91.0,45.04500198364258,20.656999588012695,20.384000778198242
train,dish_1563389114,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1563389114/rgb.png,86.53443908691406,148.0,4.4054789543151855,11.310715675354004,2.577626943588257
train,dish_1568313527,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1568313527/rgb.png,48.92000198364258,71.0,3.496000051498413,4.577000141143799,1.5180000066757202
train,dish_1562010418,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1562010418/rgb.png,209.54513549804688,157.0,13.460271835327148,7.343751907348633,15.532299041748047
train,dish_1563822597,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1563822597/rgb.png,59.400001525878906,176.0,2.1706669330596924,7.626667022705078,4.1066670417785645
train,dish_1558628339,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1558628339/rgb.png,70.33000183105469,13.0,5.460000038146973,0.18199999630451202,4.809999942779541
train,dish_1564170542,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1564170542/rgb.png,523.3678588867188,440.0,25.16620635986328,18.044437408447266,52.97624588012695
train,dish_1566317775,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1566317775/rgb.png,237.39999389648438,410.0,4.0,47.183998107910156,7.248000144958496
train,dish_1562959517,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1562959517/rgb.png,91.140380859375,74.0,7.215057849884033,5.974161148071289,1.6299550533294678
train,dish_1558721959,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1558721959/rgb.png,11.160000801086426,62.0,0.12399999797344208,2.4179999828338623,0.5580000281333923
train,dish_1564516366,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1564516366/rgb.png,31.049999237060547,27.0,2.8889999389648438,1.7009999752044678,0.2160000056028366
train,dish_1558032156,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1558032156/rgb.png,140.66000366210938,26.0,10.920000076293945,0.36399999260902405,9.619999885559082
train,dish_1566413445,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1566413445/rgb.png,377.83001708984375,360.0,20.130001068115234,16.33599853515625,36.927001953125
train,dish_1558725786,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1558725786/rgb.png,113.5270004272461,107.0,2.568000078201294,23.53999900817871,3.316999912261963
train,dish_1558382263,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1558382263/rgb.png,356.6299743652344,425.0,19.562000274658203,23.453998565673828,27.487001419067383
train,dish_1566934455,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1566934455/rgb.png,528.0429077148438,395.0,43.88482666015625,39.28249740600586,49.6700439453125
train,dish_1562699612,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1562699612/rgb.png,98.39126586914062,74.0,2.671786069869995,15.661941528320312,2.7933590412139893
train,dish_1558031019,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1558031019/rgb.png,206.44200134277344,197.0,6.553998947143555,30.42399787902832,7.313000202178955
train,dish_1558380527,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1558380527/rgb.png,385.9520263671875,112.0,30.576000213623047,4.703999996185303,21.61600112915039
train,dish_1561060642,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1561060642/rgb.png,468.4123840332031,387.0,18.522783279418945,39.183204650878906,36.67416000366211
train,dish_1558637769,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1558637769/rgb.png,80.07999420166016,154.0,0.30799999833106995,21.559999465942383,0.4620000123977661
train,dish_1561577119,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1561577119/rgb.png,128.31298828125,78.0,5.446000099182129,13.17400074005127,7.423999786376953
train,dish_1563897338,data/nutrition5k_dataset/imagery/realsense_overhead/dish_1563897338/rgb.png,29.920000076293945,88.0,0.17599999904632568,7.039999961853027,0.7039999961853027
