catalog_id,recipe_name,style,meal_type,dish_type,image_path,total_calories,total_mass,total_fat,total_carb,total_protein
catalog_13,Arugula Salad with Bacon and Butternut Squash,american,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_13/rgb.png,243.2306160509601,171.8870231251426,19.10953437947257,7.561037500018687,12.17277427814454
catalog_14,Green Bean and Butternut Casserole,south east asian,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_14/rgb.png,156.74889745001053,136.06296444444772,10.665777653722412,13.76428240650228,4.56555242294479
catalog_15,Green Beans With Sesame,chinese,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_15/rgb.png,85.068408675,128.14809250000002,4.7815758035,9.35124704725,3.52288509275
catalog_16,Grilled Peppers and Zucchini Recipe 3,mediterranean,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_16/rgb.png,57.203,163.70000000000002,3.34758,6.3549,1.98206
catalog_17,White Asparagus Soup,central europe,"[""lunch/dinner""]",['soup'],data/catalog/images/catalog_17/rgb.png,428.8510789990383,174.6236167347805,37.62031014066407,20.866845659131766,4.676063689972792
catalog_18,Stir Fried Broccoli Recipe,chinese,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_18/rgb.png,169.3035,313.55,8.1248,21.2356,8.5728
catalog_19,South African “Slap” Chips (French Fries),french,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_19/rgb.png,787.3990336809975,487.192508680939,63.74281340282778,44.40835555555555,5.242048888888887
catalog_20,Black Eyed Pea and Leek Salad,south american,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_20/rgb.png,400.1957167484375,448.146825052114,17.581257173203124,44.83754737375,18.811472319968754
catalog_21,Easy Avocado Taco Salad,mexican,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_21/rgb.png,871.294033021875,715.9247615625,59.53430680853125,41.470685419375,50.44153812221875
catalog_22,Sticks' Egg White and Salsa Eggs,mexican,"[""breakfast""]",['main course'],data/catalog/images/catalog_22/rgb.png,177.47,447.5,0.7831000000000001,13.30395,29.1186
catalog_23,Tracie's Couscous Salad,middle eastern,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_23/rgb.png,383.2764325000001,278.5672789841323,14.16181995,53.84629666666668,12.664585500000001
catalog_24,Maple Kale Crisps Recipe,american,"[""snack""]",['main course'],data/catalog/images/catalog_24/rgb.png,48.94833333333333,42.62295303264605,2.7531499999999998,5.9473666666666665,0.9808666666666667
catalog_25,Shrimp Scampi Sweet Potato Noodles with Kale and Walnuts,asian,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_25/rgb.png,240.2867119583333,226.675177489876,7.217063605083333,19.46295,26.102883259166674
catalog_26,Fusilli with Blue Cheese and Toasted Walnuts,american,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_26/rgb.png,794.3058513227105,281.6901718693215,31.0138251161158,99.88483004341725,30.3473705316037
catalog_27,Lentil patties,nordic,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_27/rgb.png,44.93929166666667,33.75,0.29548,8.6980475,2.0272245833333336
catalog_28,Apple Carrot Pineapple Salad,american,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_28/rgb.png,90.1919999998643,178.22499999994506,0.7770712499993185,21.728187499955716,1.280827499997808
catalog_29,Fresh summer salad,south american,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_29/rgb.png,203.5395,610.35,3.24694,42.59978,6.36697
catalog_30,Avocado Tomato Salad with Cucumbers,american,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_30/rgb.png,339.877875,330.233680555576,30.045439166666668,20.01480833333333,4.3995500000000005
catalog_31,Yummy Mustard Chicken,american,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_31/rgb.png,258.7697176218106,127.852686901901,17.009864810624986,8.746634577328315,16.97369210468745
catalog_32,Schuster's German Potato Salad,central europe,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_32/rgb.png,381.1682198832475,326.04618499997747,14.489861244583325,53.1642853124794,10.275314384583275
catalog_33,Clean Eating Coconut Cauliflower Chicken With Green Onions recipes,mediterranean,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_33/rgb.png,249.7167927161458,364.85070932291677,10.601765257541668,11.254151144270832,25.6227744609375
catalog_34,1. Pesto Marinara Crockpot Chicken recipes,italian,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_34/rgb.png,830.4556746576545,864.4661778125,34.27695300916748,39.21457342284655,85.83691544121878
catalog_35,Chicken Packets,south american,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_35/rgb.png,485.454449,628.2198899975565,12.25030874,17.775286,64.3668796
catalog_36,Oven Roasted Vegetables,mediterranean,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_36/rgb.png,265.1195903240742,423.31613310187254,5.343172995486111,51.095085403587966,6.231441942476859
catalog_37,Spaghetti Salad,italian,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_37/rgb.png,272.2364552900914,106.8988555000298,10.04096413270224,39.636240363019525,6.481157360302854
catalog_38,Lettuce Wrap w. Cottage Cheese and Kidney Beans,american,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_38/rgb.png,916.528,475.4,15.24205,138.7803,62.46652
catalog_39,Orange Romaine Salad,eastern europe,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_39/rgb.png,235.93634375313863,181.603125000355,21.36066812535505,11.473321875,1.74039375
catalog_40,Jack-o'-lantern Quesadillas,american,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_40/rgb.png,578.4933333361232,168.66666666698225,32.09306666698226,48.762799999999984,24.0198
catalog_41,Warm Roasted Root Vegetable and Chicken Salad #RSC,american,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_41/rgb.png,593.3178091025045,587.5919432277492,25.22152778231185,67.64139762103157,28.157249568149776
catalog_42,Easy Layered Creamed Spinach,american,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_42/rgb.png,283.939419558289,183.24985289921875,17.07103309365516,7.824774936046875,23.916562459487498
catalog_43,Buttermilk Baked Tomatoes,american,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_43/rgb.png,48.03320825260419,109.31447187298654,1.9421040988020835,4.575809052083334,3.6494804104166665
catalog_44,Stuffed Cabbage With Sauerkraut and Pork Chops,central europe,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_44/rgb.png,681.0499319563834,594.5788520856864,37.324054017393,28.8103249612,57.341531954720004
catalog_45,Summer Orzo Salad,italian,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_45/rgb.png,469.504824918586,263.0915474007812,17.827369507607187,65.46981087100353,13.975423376038675
catalog_46,Glazed Salmon With Mint and Cucumber Slaw,nordic,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_46/rgb.png,484.4320173491265,316.5966179164675,26.734687634166676,23.291660416441204,36.00796213833305
catalog_47,Balsamic Roasted Brussels Sprouts with Pomegranate // Cavolini di Bruxelles arrostiti all'aceto balsamico con melagrana,italian,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_47/rgb.png,113.6076895,153.4369717972835,5.12388027,15.670128,4.619455799999999
catalog_48,Strawberry Balsamic Salad,american,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_48/rgb.png,78.07457875,184.426625,0.473982975,17.44539,1.2319565
catalog_49,Balsamic Pork Chops,american,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_49/rgb.png,148.34963554275004,116.173569375,8.462692148175002,3.012375,13.464638170162502
catalog_50,Sage Breakfast Patties Recipe,american,"[""breakfast""]",['main course'],data/catalog/images/catalog_50/rgb.png,71.93406523061867,38.55580073761294,4.64852477381738,0.3027268518640148,7.148283221576199
catalog_51,Twice-Baked Potatoes for the Freezer,american,"[""lunch/dinner""]",['starter'],data/catalog/images/catalog_51/rgb.png,225.03615073337969,241.3688933333518,5.053043906333936,41.479214485011816,5.178990859001921
catalog_52,Peanut Butter Breakfast Quinoa recipes,american,"[""breakfast""]",['main course'],data/catalog/images/catalog_52/rgb.png,107.65,91.125,4.2416875,13.526874999999997,4.65775
catalog_53,Midwest Macaroni & Cheese,american,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_53/rgb.png,245.8741804109375,96.16142703125,11.854508097828125,22.26296581678125,12.325237588124999
catalog_54,Emoji Pizza,italian,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_54/rgb.png,221.15999999999997,88.25,11.967125,17.64995,11.48085
catalog_55,Muffuletta,italian,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_55/rgb.png,263.781419028125,80.69904625,17.1472048503125,12.48720421184375,14.2621782890625
catalog_56,Serious Salsa: Watermelon Pico de Gallo Recipe,mexican,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_56/rgb.png,108.321274,227.2330009900825,2.7954032400000006,16.966436,6.1057696
catalog_57,Goat Cheese and Mango Quesadillas,mexican,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_57/rgb.png,180.47970385833338,110.21642822916668,5.9903413563541665,26.539591666666663,6.0747558890625015
catalog_58,Festive Goat Cheese,mediterranean,"[""snack""]",['starter'],data/catalog/images/catalog_58/rgb.png,439.2672454496095,143.9980924998732,30.98592064249862,17.951323124895005,23.280522737499783
catalog_59,Portobello Mushroom with Goat Cheese (BC),mediterranean,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_59/rgb.png,169.14,207.5,12.473,6.5016,10.0198
catalog_60,Creepy Halloween Pumpkin Treats In Just 3 Steps!,american,"[""snack""]","['main course', 'special occasions']",data/catalog/images/catalog_60/rgb.png,95.21624999973392,52.6749999997559,7.583558749998805,2.583,4.48103749994044
catalog_61,Crustless Quiche Lorraine,french,"[""lunch/dinner""]",['starter'],data/catalog/images/catalog_61/rgb.png,590.4280946070312,184.93261876953125,56.91767517720702,3.9335969158886726,17.15235927572265
catalog_62,"Shrimp, Egg, and Dill Smorrebrod",nordic,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_62/rgb.png,88.08361128124997,59.355659375,4.113554495625,4.8393279375,7.47002045
catalog_63,Tahini Dijon Noodles,asian,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_63/rgb.png,1187.0136472396664,469.23750609775,35.66652374060057,180.53424665865273,41.16287311431387
catalog_64,Crock Pot Refried Beans recipes,mexican,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_64/rgb.png,200.674140415625,72.1744291237087,0.78393262509375,36.313379484375,12.281216680750003
catalog_65,"Sticky Rice Cake with Coconut, Ginger & Condensed Coconut Milk",south east asian,"[""lunch/dinner""]","['main course', 'desserts']",data/catalog/images/catalog_65/rgb.png,475.34264232999993,175.0836139364583,32.45166534156249,43.45041573305209,5.691375550687502
catalog_66,Apple Iceberg Salad,american,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_66/rgb.png,262.90849999991076,153.91249999993337,22.700649999994976,14.906454999993338,0.9770687499954664
catalog_67,Cabbage Slaw,american,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_67/rgb.png,37.47876666666666,114.50720953986249,0.1967376666666667,8.632958833333332,1.434715333333333
catalog_68,Mom's Carrot and Raisin Salad,american,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_68/rgb.png,87.85363459157823,137.1064258331368,0.32561375533294024,21.65462059481289,1.5347272602486246
catalog_69,Mediterranean Turkey Pinwheels recipes,american,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_69/rgb.png,1163.072,559.2,43.1508,142.17068,53.02578
catalog_70,Stuffed Mushroom Eyeballs recipes,french,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_70/rgb.png,232.98870315,139.02725916666665,20.259126533,5.6822976123333335,9.050936601750001
catalog_71,Low Carb Hand Pies Stuffed with Chili [Recipe] recipes,american,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_71/rgb.png,330.707625,128.46875,25.485929166666665,7.892478125000001,19.06655
catalog_72,Baked Pesto Chicken,italian,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_72/rgb.png,386.5539641853932,241.234375,22.328485463483148,4.9838963658707875,39.657625
catalog_73,Lasagna Quesadillas,italian,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_73/rgb.png,212.651765525,141.3826975,12.196692814166667,14.109843073333332,12.361858845
catalog_74,"Pizza with Swiss Chard, Sausage, and Mozzarella",italian,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_74/rgb.png,614.4551414492925,406.5599135206325,33.6765418091478,48.01790548183015,31.250522603645774
catalog_75,Teriyaki Cocktail Meatballs (grain and soy,japanese,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_75/rgb.png,128.75818481732,77.5362956788692,13.6626268005425,1.8605493229475,0.3103192376575
catalog_76,Beef and Mushroom Carbonara,italian,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_76/rgb.png,621.1875059750002,670.32987,41.00713963175,32.61639457525,31.003336536
catalog_77,Jump On The Spring Bandwagon With This Super Easy Lamb Recipe,mediterranean,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_77/rgb.png,272.06778447220006,166.787711,18.49403699952,1.1575469999999999,19.7310996973
catalog_78,Easy Deviled Eggs,american,"[""snack""]",['starter'],data/catalog/images/catalog_78/rgb.png,177.26608333333334,100.8875,14.057637499999998,1.8130291666666667,10.481537499999998
catalog_79,Grilled Summer Veggies,south american,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_79/rgb.png,330.74229543868836,233.0013464228704,33.49785789119142,8.791900327238425,2.1511
catalog_80,Greek-Style Vegetable Kebabs with Orzo and Feta,greek,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_80/rgb.png,246.97349999999997,403.65000000000003,14.283261666666666,27.053389999999997,6.647093333333333
catalog_81,"""Apres-Ski"" Soup Recipe 5",american,"[""lunch/dinner""]",['soup'],data/catalog/images/catalog_81/rgb.png,92.7611121526042,290.86945932291667,2.2282912500000003,14.212141028760419,4.772335480125002
catalog_82,Hasselback Potatoes,american,"[""lunch/dinner""]",['starter'],data/catalog/images/catalog_82/rgb.png,193.8505941888289,180.23547733590297,6.91117669079413,30.579437287642026,3.706217551662985
catalog_83,Creamed Mushrooms (Eastern European),american,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_83/rgb.png,253.05197710766876,225.2501110425962,22.685532137406373,9.721594543362503,5.911336609505
catalog_84,Grilled Grits from Platter Talk recipes,mediterranean,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_84/rgb.png,715.362796,495.2850628768247,24.958134959999995,100.750564,21.727778399999995
catalog_85,Blueberries with Walnuts & Cheese,american,"[""snack""]",['salad'],data/catalog/images/catalog_85/rgb.png,287.22857819375,122.349523125,22.724591200625,14.4253789293125,10.079640795625
catalog_86,RITZ Horseradish Roast Beef Topper,american,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_86/rgb.png,85.25088011092593,35.21172468518519,4.996592172018519,6.164733640409259,3.8584157677222217
catalog_87,Crunchy Napa Cabbage Slaw,middle eastern,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_87/rgb.png,172.7621511625,293.7799952083333,9.508626657083333,16.73831207097917,8.884864663333332
catalog_88,Apple-Cinnamon Quinoa Bowl,south american,"[""breakfast""]",['main course'],data/catalog/images/catalog_88/rgb.png,163.88858333473135,155.38229166695066,4.156055000097021,25.767175000115785,7.00519770837482
catalog_89,Bacon Wrapped Dates With Almonds,american,"[""snack""]",['main course'],data/catalog/images/catalog_89/rgb.png,183.478113665,49.8951607,12.3876076247,14.587530619199999,5.01854598168
catalog_90,Chicken Salad with Bacon and Dates,american,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_90/rgb.png,333.30226,75.55933333333333,27.815763433333334,8.061431666666666,13.166495666666668
catalog_91,Egg salad with Mustard Sprouts,american,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_91/rgb.png,113.20972222222225,31.381944444444446,11.747069444444445,1.3647222222222224,0.9270833333333335
catalog_92,Grilled Salmon Sandwiches With Heirloom Tomatoes & Chive-Cashew Pesto,nordic,"[""lunch/dinner""]",['sandwiches'],data/catalog/images/catalog_92/rgb.png,621.4274301,437.79618500000004,27.9590762705,33.24199375,56.85841346
catalog_93,Salt and Vinegar Potato Chip Crusted Cod,american,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_93/rgb.png,241.6750701636321,140.6330919010711,11.04828847443972,13.3605713444464,21.77215088506272
catalog_94,Fried Fish Tacos,mexican,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_94/rgb.png,801.328206505,333.430404534585,47.11723109475,63.41645,28.464850465
catalog_95,Golden Persian Rice,middle eastern,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_95/rgb.png,313.8805665008369,85.55926335218533,6.322154468344679,57.81934367625,6.001806957125002
catalog_96,Le Bernardin's Crispy-Skinned Fish,french,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_96/rgb.png,205.05877077245,177.72743890384325,6.44376521980275,2.3829679236212495,34.53099046067125
catalog_97,Cajun Fried Okra,american,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_97/rgb.png,205.51311307015592,215.62263543543637,1.6483730715996918,41.993382965692525,7.74521674519465
catalog_98,KIDNEY BEAN BURGERS recipes,mexican,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_98/rgb.png,129.79057327480768,112.55606937494717,4.232199916249482,17.74562755933469,6.08722932136956
catalog_99,Ground Pork Cutlets with Tomato Gravy,american,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_99/rgb.png,12.151499999990556,40.762499999947515,0.09507166666656171,3.0342020833312913,0.3493841666662048
catalog_100,Chicken Pesto Panini recipes,italian,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_100/rgb.png,2130.010475842697,957.865,43.54731360674158,294.7032786516854,137.20716
catalog_101,Teriyaki Chicken Skewers,japanese,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_101/rgb.png,168.11771100000004,149.39809250000002,2.9782300235,5.616,27.6493708125
catalog_102,Easy Dairy-Free Paleo Curry Chicken Salad,indian,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_102/rgb.png,368.87464061308776,250.91208229524375,22.431706380227755,13.97683583760009,30.839307886110024
catalog_103,Summer Succotash,american,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_103/rgb.png,222.32866329166666,403.0747110761682,5.055497816944445,40.61855275,9.291182261111112
catalog_104,Tofu Stir Fry,asian,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_104/rgb.png,194.655,175.425925925926,5.543025925925927,25.95635555555555,13.065981481481481
catalog_105,Marinated Tofu,asian,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_105/rgb.png,140.93488804848002,102.36386437200002,8.049924316,6.222257147666666,13.97514166833333
catalog_106,Bacon-Wrapped Ginger Soy Scallops Recipe,mediterranean,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_106/rgb.png,35.981806358683,17.40453663043145,2.8340207111086957,0.9833286577141239,1.5886202484347784
catalog_107,Grilled Jalapenos Recipe 3,south american,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_107/rgb.png,203.7366266,85.349523125,17.893281735,2.0836505650625,8.59362656125
catalog_108,Bacon Wrapped Zucchini-Halibut,american,"[""lunch/dinner""]","['starter', 'main course']",data/catalog/images/catalog_108/rgb.png,166.02234081015627,149.980594296875,11.54204190414844,3.8451,12.23129053921875
catalog_109,Sugar Snap Pea Salad with Lemon and Dill,american,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_109/rgb.png,79.6414490342032,86.86994468743518,5.24512781904856,6.730036663747485,2.6744243106157923
catalog_110,Indian Fried Cabbage,indian,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_110/rgb.png,51.25570833333333,93.3456475399485,2.596275,6.542716666666666,1.6400991666666667
catalog_111,"Baked Sweet Potato ""Fries"" with La Boite Spice Mix",american,"[""snack"",""lunch/dinner""]",['starter'],data/catalog/images/catalog_111/rgb.png,149.6999999998732,82.9741839558775,7.880970000000255,19.39535624996625,2.1536956250010952
catalog_112,Slow Cooker Mashed Sweet Potatoes with Parmesan,italian,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_112/rgb.png,385.557914325,239.781904375,23.915383100625,36.258489966875,7.699117422125
catalog_113,Grilled Tilapia with Smoked Paprika and Parmesan Polenta,mediterranean,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_113/rgb.png,280.252375,299.0171875,4.229521875,43.5430284375,15.625078125
catalog_114,Bacon Jalapeno Popcorn,american,"[""lunch/dinner""]",['starter'],data/catalog/images/catalog_114/rgb.png,309.540188675,77.74545791666667,23.210487543333333,15.454514218749999,9.634414453333333
catalog_115,Easy Lettuce and Herb Salad,french,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_115/rgb.png,126.16305346875002,60.757582546121306,12.368463451354167,3.479284647020833,1.4967868478333335
catalog_116,Coconut Rice and Beans,mediterranean,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_116/rgb.png,223.9742791927606,134.9971188878829,12.12287399635444,25.32567583335033,5.167332187500859
catalog_117,Tilapia with Sundried Tomato Pesto- The Su,italian,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_117/rgb.png,146.41784375083046,127.11562500014978,3.6483368750744525,4.779446875037897,24.74427187502069
catalog_118,Roasted Parsnips With Shallots,british,"[""lunch/dinner""]",['starter'],data/catalog/images/catalog_118/rgb.png,206.75074322656286,212.45394505212963,4.454229181614587,41.90337650000008,3.5830857020833475
catalog_119,Stuffed Artichokes with Capers and Pecorino Cheese,mediterranean,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_119/rgb.png,566.3225,384.925,24.816950000000002,62.84667,19.40989
catalog_120,Roasted Grape Chutney,indian,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_120/rgb.png,83.7826875,83.52361665270618,3.52028375,13.951307500000002,0.586715
catalog_121,Fennel Salad with Citrus,mediterranean,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_121/rgb.png,249.12848605555556,298.7929973011815,18.54334315222222,21.592927555555555,3.1332960888888874
catalog_122,Homemade Turkey Sausage,american,"[""breakfast""]",['main course'],data/catalog/images/catalog_122/rgb.png,934.991519097226,736.3664496527789,40.630430933159786,9.969743446181411,125.34124019097237
catalog_123,Israeli Couscous and Tomato Salad with Arugula Pesto,middle eastern,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_123/rgb.png,344.131203125,146.2408203125,18.054442578125,37.2781044140625,8.742119921875
catalog_124,Buttery Oven Roasted Cauliflower recipes,british,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_124/rgb.png,196.62004271006944,165.41076954168722,16.256754015381947,7.514330782118055,7.2542397046875
catalog_125,Broccoli Cauliflower Greek Salad,mediterranean,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_125/rgb.png,314.5643055555556,298.03472222222223,28.776297222222226,15.31092569444445,4.552266666666667
catalog_126,Basil Pesto Tortellini Salad,italian,"[""lunch/dinner""]","['salad', 'main course']",data/catalog/images/catalog_126/rgb.png,239.46588834269662,130.953125,8.837653669241574,30.915166151685387,9.616846875
catalog_127,PM's Tuna Salad,american,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_127/rgb.png,658.4337424875,465.2602316653129,3.67674713875,113.4614518486875,42.29743991049999
catalog_128,Cucumber Raita,indian,"[""breakfast""]",['starter'],data/catalog/images/catalog_128/rgb.png,27.730375,76.16875,1.1798812500000002,3.35215,1.4656562500000003
catalog_129,Barley+ Sweet Potato Toast,american,"[""lunch/dinner"",""breakfast""]",['main course'],data/catalog/images/catalog_129/rgb.png,411.7200000000001,279.75,7.946675,71.76775,15.386375
catalog_130,Sweet Potato Casserole Recipe,south american,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_130/rgb.png,276.9643733770834,114.77501576389399,24.288913941250005,14.456366534208334,3.1082911749791666
catalog_131,Grilled Chocolate Peanut Butter Sandwich,american,"[""lunch/dinner""]",['sandwiches'],data/catalog/images/catalog_131/rgb.png,181.8535,93.95,7.262705,26.969059999999995,3.7939149999999997
catalog_132,Shepherd Pies recipes,british,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_132/rgb.png,563.0652075,478.651625,32.388089625,40.9000075,27.978616625
catalog_133,Celery Black Grape and Blue Cheese Potato Salad,american,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_133/rgb.png,207.1058449410495,246.0105554751552,7.1392362024070035,28.540843788837627,9.336514911425217
catalog_134,Dill Pickle Potato Salad Recipe,mediterranean,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_134/rgb.png,284.59327600002933,265.01817500002863,13.503826305417435,34.90660395833787,7.009084514585943
catalog_135,Cole Slaw Dressing,american,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_135/rgb.png,281.44545,48.635000000000005,26.711805,10.544412,0.09826000000000001
